monthly_usage_hours,login_frequency,last_login_days,support_tickets,payment_failures,subscription_plan,renewed
29.03,26.38,8.85,5,1,business,1
22.42,22.71,7.52,2,1,business,1
20.54,15.74,11.71,4,3,growth,0
19.48,19.78,7.01,3,1,growth,1
25.52,22.14,3.21,2,1,business,1
20.88,21.96,10.99,3,2,business,0
27.45,23.96,8.51,2,1,business,0
25.18,19.03,4.34,1,2,business,1
26.31,16.44,10.84,7,2,growth,0
26.04,18.12,10.04,5,1,growth,0
22.41,13.03,6.46,3,0,growth,1
20.51,19.67,3.55,2,2,business,1
21.79,19.55,2.05,3,2,growth,1
27.16,24.47,4.88,2,2,business,1
16.24,19.0,13.94,5,3,growth,0
31.19,21.44,3.46,0,0,enterprise,1
17.64,20.52,5.91,2,0,growth,1
16.19,20.75,3.8,2,1,growth,1
22.42,18.61,6.78,4,1,growth,0
33.39,23.13,4.08,1,0,enterprise,1
22.87,20.46,5.24,2,0,business,1
20.72,17.6,7.29,4,1,growth,0
14.4,16.4,5.45,2,2,growth,1
17.34,21.51,8.51,3,0,growth,1
17.15,19.31,7.61,3,0,growth,1
19.12,22.85,2.17,1,1,business,1
19.83,16.88,3.79,2,0,growth,1
19.86,19.25,12.27,6,1,growth,0
27.14,18.12,9.05,4,1,business,0
18.0,13.99,16.61,8,2,starter,0
15.11,13.57,7.06,3,2,growth,0
24.87,14.98,11.16,5,3,growth,0
22.98,14.92,2.79,3,0,growth,1
20.63,17.53,11.03,5,1,growth,0
20.73,17.43,5.71,3,1,growth,1
37.42,19.93,10.0,3,2,business,0
24.33,21.93,4.16,1,0,business,1
17.79,18.84,6.57,2,1,growth,1
22.24,18.19,2.04,2,0,business,1
14.91,17.01,2.98,2,1,growth,1
31.12,14.96,5.23,1,1,business,1
17.13,24.56,4.69,3,1,growth,1
27.67,25.5,7.12,2,0,business,1
17.85,13.93,5.66,4,1,growth,0
16.69,15.26,4.55,1,1,growth,1
20.59,17.18,7.88,4,1,growth,0
23.6,25.07,6.7,2,1,business,1
18.43,24.07,8.13,3,1,business,1
30.4,19.97,2.33,1,1,business,1
24.36,11.43,10.11,4,2,growth,0
31.52,20.84,4.29,2,0,business,1
18.28,18.05,12.89,8,2,starter,0
21.58,21.18,5.54,2,1,business,1
31.95,17.73,8.48,3,2,business,0
18.84,15.65,3.28,1,0,growth,1
18.55,19.23,5.43,2,0,growth,1
22.68,17.1,5.08,2,1,business,0
23.26,17.75,8.68,3,2,growth,0
17.81,12.24,6.59,3,2,growth,0
20.79,20.5,16.81,7,2,growth,0
25.42,15.48,2.69,4,0,growth,1
18.41,19.75,3.87,1,1,business,1
17.27,16.99,10.54,4,0,growth,1
23.46,20.21,5.86,2,1,business,1
28.58,17.15,2.67,2,1,business,1
19.61,14.01,5.35,2,0,growth,1
25.41,14.55,5.75,2,1,business,1
26.78,23.53,7.51,3,1,business,1
16.36,18.88,8.72,4,1,growth,1
16.59,13.78,10.38,5,2,starter,0
36.36,14.11,8.39,2,1,business,0
12.81,20.46,12.08,4,2,growth,1
28.54,27.46,3.53,2,2,enterprise,1
27.01,19.05,6.35,4,0,business,1
25.43,22.59,5.52,2,0,business,1
27.0,24.01,3.8,1,1,business,1
18.01,20.87,21.1,8,3,starter,0
19.53,19.91,3.67,2,1,business,1
20.95,17.68,5.92,2,1,growth,1
22.72,16.02,4.85,1,0,business,1
21.7,21.83,11.2,5,2,growth,0
25.42,19.02,10.84,3,0,business,1
29.93,22.22,8.4,3,1,business,0
21.7,21.09,6.16,2,2,business,1
24.66,16.5,4.47,2,2,business,0
26.94,19.82,9.28,3,2,business,0
21.06,21.62,6.05,2,1,business,1
15.38,24.48,13.16,6,2,growth,1
22.63,20.58,12.2,5,2,growth,0
22.7,8.61,8.98,4,2,growth,0
28.36,18.97,9.18,4,0,business,0
26.19,23.65,1.28,2,1,business,1
20.88,14.82,14.34,7,1,starter,0
19.28,14.64,11.86,4,2,growth,0
24.92,19.68,3.34,1,1,business,1
23.26,17.99,7.26,1,0,business,1
23.78,23.47,7.39,4,0,business,1
19.24,25.64,6.51,4,1,business,1
25.21,18.0,5.89,2,0,business,1
18.65,17.66,6.22,3,1,growth,0
12.4,13.43,8.09,3,1,starter,0
19.13,18.63,6.78,3,2,growth,0
21.91,16.84,4.8,3,1,growth,0
19.55,14.82,6.88,3,1,growth,0
18.34,14.75,7.09,3,2,growth,0
28.64,22.97,7.44,4,1,business,0
22.57,17.66,4.09,1,0,business,1
25.57,16.78,5.68,2,1,business,1
17.02,12.13,3.56,2,1,growth,1
26.64,18.09,5.32,3,0,business,1
20.21,18.56,3.08,1,0,business,1
27.16,18.36,1.09,0,0,business,1
29.5,20.53,7.19,4,0,business,1
24.51,27.16,5.58,0,1,enterprise,1
27.55,19.31,12.18,4,1,business,0
12.9,21.38,10.28,2,1,growth,1
26.95,14.5,5.62,2,0,business,1
27.67,19.53,2.92,1,0,business,1
21.23,15.68,3.52,1,0,business,1
20.2,18.31,5.84,2,0,growth,1
17.37,14.85,5.42,2,1,growth,0
21.78,19.4,5.18,3,1,growth,1
17.64,14.5,0.66,2,1,growth,1
19.15,13.93,7.66,4,0,growth,0
21.79,16.81,6.34,5,0,growth,1
19.79,22.85,2.84,3,1,business,1
17.51,22.32,4.02,2,1,business,1
21.17,19.85,7.1,5,1,growth,0
21.09,22.22,3.96,1,1,business,1
30.9,18.99,1.82,1,0,business,1
32.37,20.14,5.24,1,1,business,1
15.94,19.24,0.38,2,0,growth,1
31.84,17.33,4.91,1,1,business,1
30.14,15.78,3.2,2,1,business,1
17.37,20.04,11.59,6,3,growth,0
17.78,22.58,6.14,4,1,growth,1
21.37,18.51,8.38,3,2,growth,0
18.61,19.07,5.49,5,1,growth,0
19.52,13.92,8.92,4,0,growth,0
24.87,25.83,6.78,2,1,business,1
23.25,16.06,7.13,2,1,business,0
30.8,16.5,4.12,1,0,business,1
18.0,21.34,2.9,1,1,business,1
25.75,13.53,9.84,5,1,growth,0
23.16,22.4,7.33,2,2,business,1
22.05,22.04,4.72,2,1,business,1
20.35,18.32,6.54,2,1,growth,1
25.33,20.49,5.1,1,1,business,1
18.36,10.54,4.15,3,0,growth,0
21.7,20.64,3.47,2,1,business,1
21.59,17.83,0.32,3,1,growth,1
26.8,20.15,7.89,2,1,business,0
24.01,16.9,1.86,1,0,business,1
26.21,18.13,6.55,2,0,business,1
25.34,22.12,4.52,2,1,business,1
15.9,23.87,3.37,1,0,business,1
24.45,18.96,7.66,4,0,growth,0
18.01,17.35,4.79,3,1,growth,1
18.98,18.05,2.42,2,1,growth,1
22.83,16.58,5.1,2,0,business,1
26.13,18.02,5.72,2,2,business,0
23.61,23.57,4.25,2,1,business,1
17.92,14.0,8.12,3,1,growth,0
26.49,29.95,3.95,0,0,enterprise,1
17.53,20.47,4.09,3,0,growth,1
20.78,24.23,10.13,3,0,business,1
22.34,17.87,4.76,3,1,growth,0
22.85,19.55,0.0,2,1,business,1
24.35,20.9,8.68,4,2,business,0
19.41,19.46,2.83,2,1,growth,1
21.6,16.95,11.14,5,2,growth,0
22.53,15.54,10.63,4,3,growth,0
22.12,16.88,3.41,3,2,growth,1
24.51,20.4,4.54,1,1,business,1
20.12,23.77,8.5,4,2,growth,1
24.75,20.33,4.06,3,0,business,1
20.48,15.34,3.97,2,0,growth,1
22.03,25.13,2.51,2,1,business,1
31.22,16.07,3.01,1,0,business,1
20.44,19.58,7.8,3,1,growth,1
18.11,21.97,7.41,3,0,growth,1
17.85,24.43,8.74,4,2,growth,1
18.45,13.75,5.23,3,0,growth,0
33.61,23.91,5.03,1,1,enterprise,1
21.63,18.71,6.25,4,0,growth,0
30.37,18.89,9.09,3,2,business,0
31.95,19.18,3.49,2,1,business,1
28.17,16.67,10.37,4,1,business,0
20.25,18.68,11.66,5,1,growth,0
23.93,18.67,7.94,4,1,growth,1
17.56,15.56,9.39,4,0,growth,1
26.51,27.01,5.27,1,2,enterprise,1
25.09,20.84,7.4,2,1,business,1
30.77,24.38,21.26,8,2,business,0
19.07,24.23,6.71,3,1,business,1
24.69,15.53,9.61,3,0,growth,0
28.3,23.28,12.64,5,1,business,0
25.73,21.78,2.9,0,0,business,1
15.03,14.98,5.22,3,0,growth,1
25.65,25.21,6.79,1,0,business,1
18.42,18.97,3.37,3,1,growth,1
23.0,21.58,7.62,3,0,business,1
22.13,19.8,8.32,2,0,business,1
29.42,17.94,3.38,2,0,business,1
20.34,17.77,9.37,4,1,growth,1
27.9,23.33,10.32,4,2,business,0
24.72,18.26,5.4,4,2,growth,0
25.17,20.68,6.05,2,1,business,1
22.73,23.42,7.85,3,1,business,1
17.8,23.02,5.1,4,0,growth,1
25.49,17.06,9.0,4,1,growth,0
28.96,31.83,4.03,1,0,enterprise,1
17.17,18.9,15.67,6,2,growth,1
22.41,22.66,6.46,2,1,business,1
21.72,16.45,3.76,1,1,business,1
15.52,20.54,8.11,3,1,growth,1
22.19,14.41,5.93,3,0,growth,0
26.35,16.87,4.87,3,1,business,1
23.82,19.37,4.41,1,0,business,1
23.38,19.53,2.7,1,1,business,1
21.63,22.01,0.84,1,1,business,1
27.32,16.52,1.24,2,0,business,1
18.41,19.64,3.63,3,0,growth,1
20.47,13.53,3.64,1,1,growth,1
19.36,18.71,18.87,8,1,starter,0
21.5,14.96,8.04,3,1,growth,0
24.86,22.39,2.35,1,0,business,1
28.6,24.42,3.92,2,1,business,1
23.82,23.31,4.41,1,0,business,1
20.98,16.61,2.95,2,0,growth,1
17.26,14.02,4.22,5,0,starter,0
28.02,16.78,5.77,1,1,business,1
20.76,21.77,7.55,3,0,business,1
17.82,21.03,4.04,3,1,growth,1
20.97,18.46,6.24,2,1,business,1
19.42,19.44,4.49,3,0,growth,1
16.78,14.02,13.22,5,2,starter,0
26.36,15.25,3.65,1,0,business,1
28.18,16.07,5.43,4,1,business,0
21.98,23.17,5.68,2,1,business,1
20.51,21.45,6.05,3,1,business,1
24.18,20.63,3.92,3,1,business,1
17.77,21.26,10.94,4,1,growth,1
17.21,20.56,0.49,1,1,business,1
25.34,14.4,7.29,3,1,growth,0
18.28,30.97,7.54,3,0,business,1
23.07,15.35,13.34,6,1,growth,0
22.58,15.0,7.45,5,1,growth,0
20.47,15.78,0.94,3,1,growth,1
25.22,23.26,6.09,3,1,business,1
18.24,18.74,10.51,4,1,growth,1
27.06,24.21,4.27,1,1,business,1
16.63,22.69,5.51,3,0,growth,1
29.12,19.31,7.16,2,2,business,0
26.12,18.77,4.3,3,0,business,1
27.66,19.95,6.41,2,1,business,1
25.0,13.95,6.66,3,0,growth,0
20.54,19.39,4.52,3,1,growth,1
20.69,14.08,5.12,3,1,growth,0
26.17,23.11,3.44,2,1,business,1
25.77,19.81,13.82,4,2,business,0
17.66,19.04,8.2,3,1,growth,0
19.19,22.1,5.11,1,1,business,1
28.02,19.71,6.77,3,0,business,1
22.27,21.48,12.11,2,1,business,1
31.96,20.88,2.76,1,1,enterprise,1
18.44,18.87,0.75,2,0,growth,1
23.65,16.11,14.45,5,1,growth,0
17.89,23.31,22.06,8,2,growth,0
17.86,18.03,9.37,4,1,growth,1
26.39,21.95,4.2,3,1,business,1
19.03,17.64,4.4,2,1,growth,1
22.17,18.69,8.15,4,1,growth,1
20.19,19.11,6.47,2,1,business,1
17.7,14.6,18.29,7,1,starter,0
14.16,20.15,13.35,4,1,growth,1
23.37,26.34,13.08,5,1,business,1
22.86,22.93,5.4,3,1,business,1
21.24,18.42,10.11,3,0,growth,1
19.83,21.46,10.81,4,2,growth,0
20.14,16.47,7.3,3,1,growth,0
22.37,21.17,2.71,2,1,business,1
19.76,14.8,6.81,3,2,growth,0
25.22,16.24,2.49,3,0,business,1
25.25,18.3,5.65,2,0,business,1
31.11,15.94,3.44,2,1,business,1
27.64,18.94,3.2,1,0,business,1
27.03,18.56,9.1,5,2,growth,0
16.49,22.21,11.21,4,2,growth,1
23.42,27.16,5.83,1,1,business,1
21.99,21.33,4.41,1,0,business,1
17.3,13.52,7.3,3,0,growth,1
20.15,18.47,5.29,2,1,growth,1
21.85,16.65,8.03,3,0,growth,0
17.98,19.52,4.54,1,1,business,1
26.49,21.65,4.36,2,0,business,1
21.54,13.26,7.77,3,1,growth,0
21.96,17.54,5.99,3,1,growth,0
20.93,17.34,5.9,1,1,business,0
19.62,18.8,6.15,3,0,growth,1
19.49,19.24,5.67,1,0,business,1
16.18,16.63,14.07,6,1,starter,0
20.56,25.1,5.23,2,0,business,1
24.74,23.06,2.9,1,1,business,1
24.81,21.09,4.17,2,1,business,1
24.82,17.72,1.41,1,0,business,1
23.61,19.27,11.09,4,2,growth,0
25.58,14.67,5.67,2,0,business,1
15.52,21.3,10.09,5,2,growth,1
29.04,22.71,7.37,2,1,business,0
12.6,22.14,4.72,1,1,growth,1
19.19,17.5,9.63,4,2,growth,0
16.68,24.26,2.19,1,0,business,1
18.99,18.84,6.6,2,1,growth,1
26.29,16.32,5.76,2,1,business,0
19.09,21.76,5.63,2,1,business,1
16.69,22.63,9.55,5,1,growth,1
26.58,17.63,3.73,1,1,business,1
20.03,22.47,14.61,6,2,growth,0
31.54,25.36,4.96,2,0,enterprise,1
22.04,17.83,5.76,3,1,growth,0
32.17,21.31,15.48,5,2,business,0
23.84,16.1,15.02,6,2,growth,0
19.25,19.69,6.76,3,0,growth,1
24.3,19.47,4.85,4,1,growth,1
21.66,12.36,9.44,6,2,starter,0
22.45,16.15,7.27,3,0,growth,1
19.64,21.39,5.09,3,0,growth,1
21.38,13.74,4.0,2,1,growth,1
20.59,21.54,9.75,3,1,business,1
25.91,20.51,8.73,5,2,growth,0
19.69,20.94,9.72,2,0,business,1
9.81,14.14,2.7,2,1,starter,1
16.46,20.76,5.84,2,0,growth,1
17.57,13.54,7.13,2,1,growth,0
25.29,16.42,8.03,2,2,business,0
17.51,14.77,6.9,3,1,growth,1
23.55,13.13,4.22,2,0,growth,1
15.12,19.5,4.04,2,2,growth,1
31.9,21.59,7.02,2,1,business,1
23.79,18.27,4.41,3,1,business,1
22.44,17.97,9.97,4,2,growth,0
15.42,15.24,7.51,4,0,growth,1
14.57,21.33,2.15,2,2,growth,1
20.45,12.56,10.3,5,1,growth,0
25.58,23.92,5.39,3,1,business,1
22.04,22.97,10.82,4,3,business,0
18.82,23.65,4.45,4,1,growth,1
21.26,19.95,6.54,2,2,business,1
24.09,19.77,10.31,3,1,business,1
28.16,18.34,9.88,5,1,business,0
25.99,20.51,10.41,3,2,business,0
16.95,18.58,3.45,2,0,growth,1
12.77,28.2,5.28,1,2,business,1
18.08,17.88,6.02,2,0,growth,1
22.9,13.38,5.05,3,2,growth,0
20.44,14.96,10.82,4,2,growth,0
21.8,19.44,2.52,1,1,business,1
23.5,14.78,11.09,5,1,growth,0
23.53,25.91,4.31,1,0,business,1
24.67,22.61,5.96,2,2,business,0
18.44,19.99,5.34,2,1,growth,1
23.54,18.89,6.81,3,1,business,0
20.95,18.66,6.43,3,1,growth,1
19.17,20.55,5.71,2,1,business,1
26.18,23.73,3.13,2,1,business,1
29.77,19.21,6.22,2,0,business,1
19.92,21.2,0.82,2,1,business,1
30.18,20.53,4.31,2,1,business,1
19.74,16.77,14.72,7,2,starter,0
16.42,24.51,7.94,3,1,growth,1
22.31,14.86,9.82,4,2,growth,0
22.19,15.37,5.75,3,1,growth,0
28.8,13.32,8.7,4,1,growth,0
19.43,19.0,10.99,4,1,growth,0
17.46,21.75,4.02,3,0,growth,1
29.5,19.34,7.67,2,0,business,1
19.15,17.28,6.03,2,1,growth,0
18.73,21.84,8.12,2,0,business,1
28.0,18.97,5.49,2,1,business,1
15.4,18.45,10.27,4,1,growth,1
27.53,28.93,3.25,1,0,enterprise,1
25.44,21.15,13.51,5,2,growth,0
18.21,16.03,3.84,3,1,growth,1
18.39,21.58,8.59,4,3,growth,0
25.36,24.91,9.92,3,2,business,0
26.86,20.95,9.31,2,1,business,1
23.76,17.04,6.47,2,1,business,0
25.0,20.63,3.74,4,0,business,1
17.96,16.92,9.46,3,1,growth,1
16.39,14.62,5.21,2,0,growth,1
21.58,18.31,11.85,5,2,growth,0
18.5,19.51,7.91,2,1,growth,1
26.12,18.06,1.57,1,2,business,1
25.82,19.7,8.69,5,1,growth,0
32.94,18.42,4.41,1,0,business,1
31.81,20.19,2.9,1,0,business,1
15.26,25.22,9.07,3,0,growth,1
22.26,15.15,8.83,4,0,growth,0
20.12,14.29,5.7,3,1,growth,0
25.5,21.0,3.24,1,2,business,1
18.35,16.19,13.45,6,1,starter,0
16.03,20.11,5.97,3,2,growth,0
28.11,19.57,2.3,1,0,business,1
19.44,15.91,6.41,2,1,growth,0
26.75,24.96,8.81,3,0,business,1
15.94,21.98,9.19,4,1,growth,1
23.46,20.16,5.21,2,1,business,1
18.39,21.8,8.38,4,0,growth,1
25.67,17.65,7.44,2,0,business,0
24.02,17.77,11.98,6,1,growth,0
20.76,20.81,3.98,1,1,business,1
13.04,17.35,7.66,2,1,growth,1
26.46,24.04,6.59,3,1,business,1
25.53,15.77,4.23,2,1,business,1
20.84,20.42,5.97,2,0,business,1
26.89,22.11,3.02,0,0,business,1
18.22,16.18,10.71,4,1,growth,0
27.25,21.82,6.76,2,0,business,1
17.72,17.74,4.53,2,1,growth,1
22.11,13.88,5.02,2,1,growth,1
19.75,22.23,14.14,5,2,growth,0
22.14,18.03,8.18,3,1,growth,0
22.24,17.41,5.37,3,2,growth,0
23.96,11.78,9.29,4,0,growth,0
20.85,20.68,9.11,4,2,growth,0
21.46,13.82,5.55,2,2,growth,0
23.0,18.39,2.73,1,2,business,1
18.5,16.13,7.81,4,1,growth,0
20.46,17.66,5.37,3,0,growth,1
30.08,19.73,10.95,4,1,business,0
14.35,26.46,3.63,1,2,business,1
18.99,18.67,4.31,1,0,business,1
24.34,16.84,8.09,3,2,growth,0
27.87,19.27,6.61,4,0,business,1
16.51,16.67,6.99,4,2,growth,1
21.88,15.78,2.55,2,1,growth,1
26.53,16.76,1.85,2,1,business,1
24.96,22.12,8.44,4,1,business,0
18.27,16.21,3.32,2,1,growth,1
22.89,17.28,12.07,4,2,growth,0
21.86,23.05,8.16,3,0,business,1
17.53,16.14,2.69,1,2,growth,1
20.05,13.71,10.85,6,2,starter,0
30.97,18.2,8.0,4,1,business,0
20.13,15.9,9.08,5,2,growth,0
18.35,15.13,5.63,2,1,growth,0
20.89,21.01,12.19,6,2,growth,0
23.34,13.83,0.85,2,0,growth,1
28.22,17.3,2.75,2,1,business,1
22.25,14.3,7.08,2,1,growth,0
15.93,16.65,7.51,3,2,growth,1
32.53,17.66,2.67,1,1,business,1
13.42,16.88,6.98,2,0,growth,1
14.69,17.21,8.77,4,2,growth,0
26.47,23.14,7.96,3,0,business,1
23.44,14.6,10.23,4,2,growth,0
20.78,22.57,8.81,3,0,business,1
28.51,21.94,6.13,2,0,business,1
27.84,21.82,4.89,2,2,business,0
25.82,17.37,6.22,2,1,business,0
27.52,24.06,8.24,2,0,business,1
24.57,12.82,4.28,2,1,growth,0
19.02,20.26,2.0,1,1,business,1
26.31,21.07,4.71,2,1,business,1
20.27,18.45,4.54,1,0,business,1
22.73,17.16,8.96,4,2,growth,0
30.54,22.39,10.45,5,3,business,0
21.78,17.27,10.8,5,2,growth,0
22.12,21.09,10.05,2,0,business,1
13.57,18.66,7.7,3,2,growth,1
17.23,13.15,5.91,2,1,growth,1
22.69,20.76,6.4,3,1,business,1
23.45,20.14,2.37,2,1,business,1
24.36,17.73,10.99,4,3,growth,0
20.22,17.09,6.24,2,1,growth,1
30.73,19.22,2.43,1,2,business,1
26.57,18.87,9.56,3,2,business,0
18.24,20.35,8.35,4,0,growth,1
23.25,23.25,4.2,2,2,business,1
13.78,15.76,10.24,4,0,starter,1
27.99,24.68,5.74,4,1,business,1
27.02,21.38,7.36,4,1,business,1
24.98,23.86,9.84,4,2,business,0
21.57,19.71,8.23,4,0,growth,1
17.15,13.91,1.21,2,1,growth,1
22.81,19.22,2.09,3,1,business,1
21.19,15.84,2.9,3,0,growth,1
21.06,17.42,3.19,1,1,business,1
30.19,20.12,2.26,2,0,business,1
24.71,22.71,5.56,2,0,business,1
25.54,11.63,9.78,5,1,growth,0
18.55,16.61,6.54,3,1,growth,1
20.43,18.47,8.97,3,0,growth,1
20.35,21.48,5.65,3,0,business,1
20.83,13.09,2.77,1,2,growth,0
20.52,22.54,3.57,1,1,business,1
20.8,16.38,5.0,2,0,growth,1
20.85,15.71,2.87,1,1,business,1
22.49,11.6,6.14,3,1,growth,0
22.4,12.13,5.38,3,1,growth,0
16.27,22.51,4.24,1,0,business,1
16.58,18.45,7.66,3,1,growth,1
20.11,22.04,8.06,3,0,business,1
27.69,21.75,4.74,2,1,business,1
20.51,18.46,8.7,5,2,growth,0
34.4,22.15,5.1,2,1,enterprise,1
17.45,18.36,4.94,2,1,growth,1
30.85,10.77,9.31,5,3,growth,0
20.99,21.97,11.62,6,2,growth,0
23.88,21.41,8.87,4,1,business,0
16.5,14.41,12.46,4,1,growth,0
20.03,19.96,5.26,2,1,business,1
14.11,23.5,5.51,3,0,growth,1
19.73,17.75,8.35,4,1,growth,1
22.79,16.86,6.61,4,0,growth,0
28.22,22.71,4.83,1,0,business,1
25.19,13.45,4.57,1,2,business,0
23.43,17.04,9.49,3,0,growth,0
17.83,24.08,5.99,2,0,business,1
14.09,22.2,9.31,3,2,growth,1
26.25,15.68,5.64,3,1,business,0
24.29,18.44,10.96,6,2,growth,0
16.8,18.63,10.64,3,1,growth,0
18.59,23.67,9.51,5,2,growth,1
18.4,23.56,6.08,2,1,business,1
17.02,19.76,3.66,2,0,growth,1
21.11,22.0,5.99,2,1,business,1
13.53,14.5,8.68,6,2,starter,0
26.81,17.18,4.24,2,1,business,1
26.67,21.72,10.9,5,2,business,0
24.89,16.27,4.41,2,1,business,1
25.34,21.18,4.77,3,1,business,1
23.68,17.24,9.04,3,1,growth,0
19.82,19.14,16.44,6,2,growth,0
21.1,17.61,10.25,4,1,growth,1
19.08,18.84,8.37,4,0,growth,1
26.33,22.19,2.29,0,1,business,1
21.57,16.74,15.16,8,2,starter,0
18.46,13.84,5.72,3,2,growth,0
20.22,12.72,6.89,2,1,growth,0
17.23,14.87,5.34,3,1,growth,0
24.79,22.21,7.26,3,0,business,1
20.36,19.45,8.71,3,0,growth,1
29.71,23.18,8.03,2,2,business,0
22.06,20.22,8.73,4,0,growth,1
17.93,23.12,10.74,4,1,growth,1
17.07,16.96,2.48,1,1,growth,1
20.04,17.51,5.44,2,1,growth,0
21.69,14.96,8.61,3,0,growth,0
23.52,17.51,6.74,1,0,business,1
23.17,20.05,9.06,3,2,business,0
22.86,17.42,12.81,6,1,growth,0
24.45,18.4,4.84,2,1,business,1
19.54,20.08,8.12,3,1,growth,1
13.43,18.95,3.39,1,1,growth,1
19.02,20.49,5.35,2,0,business,1
24.7,19.09,7.69,4,1,growth,0
17.7,18.9,8.61,4,0,growth,1
22.22,26.4,8.69,2,0,business,1
19.1,17.03,6.08,2,1,growth,1
21.94,19.04,1.45,2,1,business,1
27.63,20.65,13.95,6,2,growth,0
15.26,16.49,12.27,4,2,growth,0
23.35,24.71,5.79,3,0,business,1
20.79,17.11,2.29,3,1,growth,1
16.65,24.74,5.34,4,0,growth,1
24.99,19.19,5.91,1,0,business,1
16.67,17.1,2.84,1,1,growth,1
21.75,20.46,6.19,3,1,business,1
30.5,19.58,4.72,2,2,business,1
24.78,17.09,4.12,4,1,growth,0
30.06,19.87,10.49,3,2,business,0
28.43,20.66,2.59,2,2,business,1
29.39,17.07,14.69,6,2,growth,0
23.15,14.23,3.55,2,1,growth,1
30.32,28.07,3.49,1,0,enterprise,1
21.73,17.01,9.33,4,1,growth,0
36.91,16.01,2.65,0,1,enterprise,1
28.35,22.32,9.78,3,1,business,0
25.36,26.34,5.69,0,2,enterprise,1
19.42,28.81,3.69,0,0,business,1
17.96,19.62,4.92,2,0,growth,1
23.52,16.6,7.56,3,1,growth,0
14.79,17.72,8.11,3,0,growth,1
31.08,13.43,12.05,5,2,growth,0
24.68,20.04,0.22,3,0,business,1
20.12,10.82,9.56,4,1,growth,0
19.59,22.28,5.5,2,1,business,1
23.55,12.31,5.15,2,1,growth,0
16.54,16.11,6.72,2,1,growth,1
27.3,22.67,7.44,3,1,business,0
20.87,15.8,10.25,5,3,growth,0
16.59,18.68,14.26,6,1,growth,0
19.71,12.94,7.5,4,1,growth,0
19.63,17.43,5.12,3,1,growth,1
26.19,23.69,1.42,0,1,business,1
28.2,20.4,11.37,5,2,business,0
30.71,17.17,3.75,2,2,business,0
25.21,19.25,11.49,4,2,business,0
21.73,12.76,2.03,1,1,growth,1
17.38,16.92,8.7,3,1,growth,1
26.46,19.44,3.58,3,0,business,1
20.28,18.73,2.23,1,0,business,1
15.82,17.11,4.17,1,0,growth,1
22.02,18.76,4.64,3,0,growth,1
14.28,18.26,8.4,4,2,growth,1
20.25,17.05,1.42,1,0,business,1
19.54,17.22,8.89,4,1,growth,0
28.24,18.24,5.38,3,0,business,1
30.98,14.23,10.29,4,2,business,0
22.62,18.38,7.79,2,1,business,1
23.85,15.46,2.88,2,0,business,1
33.1,20.15,11.49,4,2,business,0
22.62,16.91,3.34,3,1,growth,0
20.9,11.19,4.93,1,1,growth,0
19.85,15.01,10.36,4,2,growth,0
17.23,12.84,9.22,4,0,growth,1
14.84,19.64,5.7,4,1,growth,1
16.58,16.58,11.75,4,1,growth,1
30.72,20.49,11.48,4,1,business,0
19.87,18.64,4.77,3,2,growth,1
25.23,13.11,3.29,2,1,business,1
34.37,28.45,14.48,5,2,business,0
21.46,14.86,3.62,2,1,growth,1
21.3,18.86,12.19,6,1,growth,0
24.58,23.14,6.75,4,0,business,1
22.92,17.13,0.0,1,1,business,1
19.4,11.68,17.87,8,1,starter,0
25.0,15.75,6.07,3,1,growth,0
19.25,18.97,3.07,2,2,growth,1
20.14,18.68,8.7,3,0,growth,1
14.89,16.4,11.89,4,1,growth,1
18.23,14.95,8.27,5,1,growth,0
28.0,24.75,5.56,2,1,business,1
21.81,22.03,13.45,5,2,growth,0
16.99,16.85,7.0,3,1,growth,0
18.21,14.42,7.98,2,0,growth,1
21.77,19.49,2.67,0,1,business,1
18.55,12.32,7.29,4,0,growth,0
18.76,12.58,3.52,4,1,growth,1
21.46,22.28,4.83,2,0,business,1
25.86,15.11,0.64,1,0,business,1
18.42,17.71,10.15,4,0,growth,1
25.71,25.9,3.87,3,1,business,1
29.3,20.15,6.9,3,1,business,0
13.76,24.09,5.22,1,0,business,1
20.71,17.53,6.64,3,1,growth,1
21.74,13.72,3.43,2,1,growth,1
28.08,18.01,6.47,4,1,business,0
23.04,20.21,7.97,4,1,growth,0
31.0,16.95,9.34,3,1,business,0
13.93,22.67,3.98,1,1,growth,1
21.01,18.63,4.1,1,1,business,1
24.19,17.07,6.23,3,1,business,1
14.08,16.69,12.89,5,2,starter,0
22.78,17.88,10.6,4,2,growth,0
15.59,14.89,2.79,1,1,growth,1
27.71,15.45,4.09,0,2,business,0
28.32,24.89,6.7,1,2,enterprise,1
27.15,22.01,4.36,2,1,business,1
23.76,20.0,9.78,5,2,growth,0
23.01,15.99,6.03,2,1,business,0
20.27,16.73,12.2,5,1,growth,0
24.25,15.97,5.82,2,1,business,1
22.76,16.0,7.75,4,0,growth,0
23.56,16.18,2.72,2,0,business,1
21.86,20.39,2.84,2,0,business,1
13.66,18.21,8.26,3,1,growth,1
31.25,16.25,4.71,2,1,business,1
19.77,22.53,9.3,4,2,growth,0
18.59,13.27,6.64,4,1,growth,0
21.84,19.66,25.06,8,1,growth,0
25.17,16.56,5.45,2,1,business,1
15.75,23.3,2.8,1,1,business,1
22.36,18.11,6.94,2,0,business,1
25.31,17.58,3.44,2,0,business,1
